course,datetime,action,information,anoname,ip_address
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#1746134,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Male#360877,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Male#2149225,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Male#495856,X.Y.Z
CSAAA-2013J,2023 February 11 05:11,assessment,TMA,Female#2552472,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#262934,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,homepage,,Female#949618,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#2460080,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#551906,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#392931,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#123860,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#568749,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#686128,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Female#949618,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Male#290757,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#161811,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Female#364957,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#365642,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Female#2643002,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Female#241729,X.Y.Z
CSBBB-2013B,2023 April 14 05:11,assessment,TMA,Female#552859,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#552039,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Male#2569324,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#688522,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#58089,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#546136,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#269082,X.Y.Z
CSAAA-2014J,2023 March 03 05:11,assessment,TMA,Male#139033,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#555407,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,homepage,,Female#2586560,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Female#470982,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,resource,,Male#205350,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#2457256,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#2482700,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#2531031,X.Y.Z
CSAAA-2014J,2023 May 13 05:11,assessment,TMA,Female#148993,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#534432,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Male#514140,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,resource,,Female#181316,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#311917,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#262011,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#523331,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#368194,X.Y.Z
CSBBB-2013B,2023 January 25 05:11,assessment,TMA,Female#541697,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#187100,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#342972,X.Y.Z
CSAAA-2014J,2023 January 31 05:11,assessment,TMA,Female#85092,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#558622,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#256815,X.Y.Z
CSBBB-2013B,2023 May 11 05:11,assessment,TMA,Female#541113,X.Y.Z
CSAAA-2013J,2023 June 21 05:11,assessment,TMA,Male#336207,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#515105,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Female#319047,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,url,,Female#2364471,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#263531,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,resource,,Male#2411778,X.Y.Z
CSBBB-2013B,2023 January 29 05:11,assessment,TMA,Female#512911,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#1352868,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Female#2369266,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#405088,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Female#335764,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#271251,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#331354,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#558622,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#175932,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#705379,X.Y.Z
CSBBB-2013B,2023 July 13 05:11,assessment,TMA,Female#546157,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Female#696073,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#616919,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,forumng,,Male#71361,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Female#23632,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Male#2641155,X.Y.Z
CSAAA-2013J,2023 January 26 05:11,assessment,TMA,Male#2482700,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,resource,,Male#402470,X.Y.Z
CSAAA-2014J,2023 February 22 05:11,assessment,TMA,Female#1947156,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#2599352,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#949618,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Female#2470694,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#540656,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Female#365244,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#405088,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#1765788,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#968578,X.Y.Z
CSAAA-2014J,2023 March 04 05:11,assessment,TMA,Female#1576513,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Female#258894,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#527020,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Female#566814,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#978739,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#242149,X.Y.Z
CSBBB-2013B,2023 May 17 05:11,assessment,TMA,Female#533347,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#2487541,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,forumng,,Male#1860318,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#2293923,X.Y.Z
CSAAA-2014J,2023 March 04 05:11,assessment,TMA,Male#2514368,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#546685,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,glossary,,Male#705379,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#2146792,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Female#381642,X.Y.Z
CSBBB-2013B,2023 April 06 05:11,assessment,TMA,Female#517474,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Female#368194,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#408112,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#32885,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Female#721259,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#394956,X.Y.Z
CSBBB-2013J,2023 January 09 05:14,registration,,Female#607097,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#540055,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#705379,X.Y.Z
CSBBB-2013B,2023 February 23 05:11,assessment,TMA,Female#508537,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Male#548744,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#549651,X.Y.Z
CSBBB-2013B,2023 April 06 05:11,assessment,TMA,Female#2580439,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#367348,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#554374,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#2562034,X.Y.Z
CSBBB-2013B,2023 March 09 05:11,assessment,TMA,Male#350795,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Female#2197016,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#2461190,X.Y.Z
CSAAA-2013J,2023 August 11 05:11,assessment,TMA,Female#2566592,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#141506,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#1471214,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#549873,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#541706,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#2377567,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,forumng,,Male#71361,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#74372,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#118983,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#543853,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#2698257,X.Y.Z
CSAAA-2013J,2023 May 05 05:11,assessment,TMA,Male#386952,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#532950,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#31604,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#494095,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#262741,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Female#2164705,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Female#2369266,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#629923,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#2516503,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#241649,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#523630,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#2173572,X.Y.Z
CSAAA-2014J,2023 July 06 05:11,assessment,TMA,Female#287040,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Female#2691206,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,resource,,Male#405088,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#2574583,X.Y.Z
CSAAA-2014J,2023 July 05 05:11,assessment,TMA,Male#500113,X.Y.Z
CSBBB-2013B,2023 March 03 05:11,assessment,TMA,Female#153704,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#2293923,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#554512,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#357030,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#688135,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Male#561713,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#1758449,X.Y.Z
CSBBB-2013B,2023 April 06 05:11,assessment,TMA,Female#561452,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#262741,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#535760,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#536188,X.Y.Z
CSBBB-2013B,2023 January 23 05:11,assessment,TMA,Female#433531,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#498857,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#1488959,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#2600688,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#2688067,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2566592,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,url,,Male#1976139,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#1626710,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#546632,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#653068,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#559603,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#556992,X.Y.Z
CSBBB-2013B,2023 May 11 05:11,assessment,TMA,Female#511693,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Male#502391,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#551274,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#565870,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#306466,X.Y.Z
CSAAA-2013J,2023 June 24 05:11,assessment,TMA,Female#392931,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#145130,X.Y.Z
CSAAA-2013J,2023 August 08 05:11,assessment,TMA,Male#2293923,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#692936,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#542084,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#489251,X.Y.Z
CSBBB-2013B,2023 April 05 05:11,assessment,TMA,Female#542613,X.Y.Z
CSBBB-2013B,2023 February 04 05:11,assessment,TMA,Female#486282,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#561608,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Female#2268379,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#949618,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Female#2578995,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Female#2397661,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#645359,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Male#411971,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#408112,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#187100,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#312782,X.Y.Z
CSBBB-2013B,2023 April 19 05:11,assessment,TMA,Female#528220,X.Y.Z
CSBBB-2013B,2023 May 05 05:11,assessment,TMA,Male#548241,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#555695,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Female#32885,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Female#567363,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#242793,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#116692,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,url,,Male#2412002,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,forumng,,Male#2574583,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Female#2411661,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#2479954,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Female#489455,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#558247,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#110175,X.Y.Z
CSAAA-2014J,2023 April 26 05:11,assessment,TMA,Female#569505,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,forumng,,Male#588775,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Female#2685865,X.Y.Z
CSBBB-2013B,2023 April 11 05:11,assessment,TMA,Male#552535,X.Y.Z
CSBBB-2013B,2023 May 11 05:11,assessment,TMA,Female#537558,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,homepage,,Male#388885,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#245404,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#675159,X.Y.Z
CSBBB-2013B,2023 June 14 05:11,assessment,TMA,Female#226827,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Female#489455,X.Y.Z
CSBBB-2013B,2023 July 29 05:11,assessment,TMA,Female#542084,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Female#2691206,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Male#59185,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Female#905042,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Female#262934,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,url,,Female#1729319,X.Y.Z
CSAAA-2013J,2023 March 04 05:11,assessment,TMA,Male#145130,X.Y.Z
CSBBB-2013B,2023 July 18 05:11,assessment,TMA,Male#1753965,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Male#518970,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#255548,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,forumng,,Male#312537,X.Y.Z
CSBBB-2013B,2023 April 21 05:11,assessment,TMA,Female#325511,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#312782,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#1518989,X.Y.Z
CSAAA-2014J,2023 June 24 05:11,assessment,TMA,Female#248581,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,homepage,,Female#2171627,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Male#431025,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Female#2011876,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Female#1518989,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Male#561343,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#528175,X.Y.Z
CSAAA-2014J,2023 May 15 05:11,assessment,TMA,Male#2509639,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Male#544103,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#300398,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#555935,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Female#388722,X.Y.Z
CSBBB-2013B,2023 May 27 05:11,assessment,TMA,Female#502717,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#533722,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Female#1757766,X.Y.Z
CSAAA-2014J,2023 January 09 05:13,registration,,Female#2642616,X.Y.Z
CSAAA-2013J,2023 March 04 05:11,assessment,TMA,Male#279572,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#2639449,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#2617999,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#50993,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#149962,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#523596,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#324084,X.Y.Z
CSAAA-2014J,2023 January 31 05:11,assessment,TMA,Male#335247,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Male#705379,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#2302925,X.Y.Z
CSBBB-2013B,2023 July 05 05:11,assessment,TMA,Female#1847146,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#558747,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#532665,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#2517864,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,forumng,,Female#277880,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Male#27891,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#312537,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,homepage,,Male#606143,X.Y.Z
CSAAA-2013J,2023 January 09 05:13,registration,,Male#2559575,X.Y.Z
CSBBB-2013B,2023 March 03 05:11,assessment,TMA,Female#294381,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#285633,X.Y.Z
CSBBB-2013B,2023 February 07 05:11,assessment,TMA,Male#84245,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#154540,X.Y.Z
CSAAA-2014J,2023 August 13 05:11,assessment,TMA,Female#2584873,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Female#2642935,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,forumng,,Female#971027,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#2412002,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#721259,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#558075,X.Y.Z
CSAAA-2013J,2023 February 28 05:11,assessment,TMA,Female#62155,X.Y.Z
CSBBB-2013B,2023 January 24 05:11,assessment,TMA,Female#506753,X.Y.Z
CSBBB-2013B,2023 February 18 05:11,assessment,TMA,Female#511306,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#312537,X.Y.Z
CSBBB-2013B,2023 June 22 05:11,assessment,TMA,Female#534432,X.Y.Z
CSBBB-2013B,2023 April 22 05:11,assessment,TMA,Male#534360,X.Y.Z
CSBBB-2013B,2023 June 02 05:11,assessment,TMA,Female#2474493,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#110175,X.Y.Z
CSAAA-2014J,2023 June 23 05:11,assessment,TMA,Male#175447,X.Y.Z
CSAAA-2014J,2023 June 23 05:11,assessment,TMA,Female#26192,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#350188,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,subpage,,Female#2229865,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#2671132,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#331358,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#424637,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2555340,X.Y.Z
CSAAA-2013J,2023 August 12 05:11,assessment,TMA,Male#123044,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#57506,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#2464963,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Female#258392,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#11391,X.Y.Z
CSBBB-2013B,2023 June 14 05:11,assessment,TMA,Male#1797614,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#294570,X.Y.Z
CSBBB-2013B,2023 May 11 05:11,assessment,TMA,Female#558247,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#2641155,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,forumng,,Female#45642,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#344282,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Male#365642,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Female#2143752,X.Y.Z
CSAAA-2013J,2023 August 11 05:11,assessment,TMA,Male#2460080,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Female#62487,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#564450,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,subpage,,Male#241649,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,subpage,,Male#2460080,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,forumng,,Male#1640609,X.Y.Z
CSAAA-2014J,2023 June 24 05:11,assessment,TMA,Female#266524,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#477734,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Male#296424,X.Y.Z
CSAAA-2014J,2023 May 13 05:11,assessment,TMA,Male#1629771,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#300398,X.Y.Z
CSAAA-2013J,2023 August 11 05:11,assessment,TMA,Male#2482700,X.Y.Z
CSAAA-2013J,2023 June 21 05:11,assessment,TMA,Female#2532302,X.Y.Z
CSBBB-2013B,2023 May 29 05:11,assessment,TMA,Female#561167,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#271251,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,homepage,,Male#333059,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#632911,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#294570,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Male#1970390,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#1976139,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#2664024,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#2322342,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#582474,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Male#336207,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#496070,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#466810,X.Y.Z
CSBBB-2013B,2023 February 06 05:11,assessment,TMA,Female#355369,X.Y.Z
CSAAA-2013J,2023 June 22 05:11,assessment,TMA,Male#402470,X.Y.Z
CSAAA-2013J,2023 May 04 05:11,assessment,TMA,Male#1618738,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#1758449,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Female#202635,X.Y.Z
